"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка корректности перехода между страницами","0","Проверка перехода между страницами","","Mon Mar 31 20:12:50 GMT 2025","broken","Mon Mar 31 20:12:50 GMT 2025","TestTagsPagination","test_tags","",""
"","0","test_question_title_match[chromium-4]","","Mon Mar 31 20:12:49 GMT 2025","broken","Mon Mar 31 20:12:49 GMT 2025","","test_questions","",""
"","0","test_test[chromium]","","Mon Mar 31 20:12:50 GMT 2025","broken","Mon Mar 31 20:12:50 GMT 2025","","test_questions","",""
"Проверка корректности количества тегов при разных значениях pagesize","363","Проверка размера страницы через API","","Mon Mar 31 20:12:51 GMT 2025","passed","Mon Mar 31 20:12:51 GMT 2025","TestTagsPagination","test_tags","",""
"Проверка корректности перехода между страницами","0","Проверка перехода между страницами","","Mon Mar 31 20:12:49 GMT 2025","broken","Mon Mar 31 20:12:49 GMT 2025","TestTagsPagination","test_tags","",""
"","0","test_create_question[chromium]","","Mon Mar 31 20:12:49 GMT 2025","skipped","Mon Mar 31 20:12:49 GMT 2025","","test_questions","",""
"Проверка что на 1 странице не отображается кнопка Prev","0","Проверка отображения кнопки Prev на 1 странице","","Mon Mar 31 20:12:50 GMT 2025","broken","Mon Mar 31 20:12:50 GMT 2025","TestTagsPagination","test_tags","",""
"","0","test_click_questions_button[chromium]","","Mon Mar 31 20:12:50 GMT 2025","broken","Mon Mar 31 20:12:50 GMT 2025","","test_dashboard","",""
"Проверка корректности количества тегов при разных значениях pagesize","192","Проверка размера страницы через API","","Mon Mar 31 20:12:51 GMT 2025","passed","Mon Mar 31 20:12:51 GMT 2025","TestTagsPagination","test_tags","",""
"Проверка корректности перехода между страницами","0","Проверка перехода между страницами","","Mon Mar 31 20:12:49 GMT 2025","broken","Mon Mar 31 20:12:49 GMT 2025","TestTagsPagination","test_tags","",""
"","0","test_welcome_message[chromium]","","Mon Mar 31 20:12:49 GMT 2025","broken","Mon Mar 31 20:12:49 GMT 2025","","test_home","",""
"Тест входа с неправильными учетными данными","0","Авторизация с некорректными учетными данными","","Mon Mar 31 20:12:47 GMT 2025","broken","Mon Mar 31 20:12:47 GMT 2025","TestLogin","test_login","",""
"","0","Выход из профиля (Log Out), используя панель","","Mon Mar 31 20:12:47 GMT 2025","broken","Mon Mar 31 20:12:47 GMT 2025","","test_dashboard","",""
"Проверка корректности перехода между страницами","0","Проверка перехода между страницами","","Mon Mar 31 20:12:49 GMT 2025","broken","Mon Mar 31 20:12:49 GMT 2025","TestTagsPagination","test_tags","",""
"","0","test_create_duplicate_question[chromium]","","Mon Mar 31 20:12:47 GMT 2025","broken","Mon Mar 31 20:12:47 GMT 2025","","test_questions","",""
"Проверка корректности количества тегов при разных значениях pagesize","217","Проверка размера страницы через API","","Mon Mar 31 20:12:51 GMT 2025","passed","Mon Mar 31 20:12:51 GMT 2025","TestTagsPagination","test_tags","",""
"","0","test_click_companies_button[chromium]","","Mon Mar 31 20:12:49 GMT 2025","broken","Mon Mar 31 20:12:49 GMT 2025","","test_dashboard","",""
"","0","Авторизация с корректными учетными данными","","Mon Mar 31 20:12:49 GMT 2025","broken","Mon Mar 31 20:12:49 GMT 2025","TestLogin","test_login","",""
"Проверка корректности перехода между страницами","0","Проверка перехода между страницами","","Mon Mar 31 20:12:50 GMT 2025","broken","Mon Mar 31 20:12:50 GMT 2025","TestTagsPagination","test_tags","",""
"Проверка соответствия данных пагинации между UI и API","0","Сравнение данных пагинации между UI и API","","Mon Mar 31 20:12:50 GMT 2025","broken","Mon Mar 31 20:12:50 GMT 2025","TestTagsPagination","test_tags","",""
"","0","test_click_discussions_button[chromium]","","Mon Mar 31 20:12:49 GMT 2025","broken","Mon Mar 31 20:12:49 GMT 2025","","test_dashboard","",""
"Проверка что на странице отображается 36 тегов по умолчанию","0","Проверка количества тегов на странице по умолчанию (36)","","Mon Mar 31 20:12:47 GMT 2025","broken","Mon Mar 31 20:12:47 GMT 2025","TestTagsPagination","test_tags","",""
"","0","test_pagination_empty_page[chromium]","","Mon Mar 31 20:12:50 GMT 2025","broken","Mon Mar 31 20:12:50 GMT 2025","TestTagsPagination","test_tags","",""
"","0","test_question_title_match[chromium-79535884]","","Mon Mar 31 20:12:49 GMT 2025","broken","Mon Mar 31 20:12:49 GMT 2025","","test_questions","",""
"Проверка корректности перехода между страницами","0","Проверка перехода между страницами","","Mon Mar 31 20:12:49 GMT 2025","broken","Mon Mar 31 20:12:49 GMT 2025","TestTagsPagination","test_tags","",""
"Переход со страницы /questions на страницу /tags нажатием соответствующей кнопки","0","Переход со страницы /questions на страницу /tags","","Mon Mar 31 20:12:49 GMT 2025","broken","Mon Mar 31 20:12:49 GMT 2025","","test_dashboard","",""
"Проверка корректности перехода между страницами","0","Проверка перехода между страницами","","Mon Mar 31 20:12:50 GMT 2025","broken","Mon Mar 31 20:12:50 GMT 2025","TestTagsPagination","test_tags","",""
"","0","test_discard_question[chromium]","","Mon Mar 31 20:12:49 GMT 2025","skipped","Mon Mar 31 20:12:49 GMT 2025","","test_questions","",""
"Проверка корректности перехода между страницами","0","Проверка перехода между страницами","","Mon Mar 31 20:12:49 GMT 2025","broken","Mon Mar 31 20:12:49 GMT 2025","TestTagsPagination","test_tags","",""
"","0","test_question_title_match_old[chromium]","","Mon Mar 31 20:12:49 GMT 2025","broken","Mon Mar 31 20:12:49 GMT 2025","","test_questions","",""
"","161","test_pagination_pagesize","","Mon Mar 31 20:12:51 GMT 2025","passed","Mon Mar 31 20:12:52 GMT 2025","TestTagsPagination","test_tags","",""
"","0","test_search[chromium]","","Mon Mar 31 20:12:50 GMT 2025","broken","Mon Mar 31 20:12:50 GMT 2025","","test_dashboard","",""
"","0","test_API_users[chromium]","","Mon Mar 31 20:12:49 GMT 2025","broken","Mon Mar 31 20:12:49 GMT 2025","","test_questions","",""
"","0","Авторизация с корректными учетными данными","","Mon Mar 31 20:12:49 GMT 2025","skipped","Mon Mar 31 20:12:49 GMT 2025","TestLogin","test_login","",""
"","0","test_click_users_button[chromium]","","Mon Mar 31 20:12:49 GMT 2025","broken","Mon Mar 31 20:12:49 GMT 2025","","test_dashboard","",""
"","0","test_click_collectives_button[chromium]","","Mon Mar 31 20:12:49 GMT 2025","broken","Mon Mar 31 20:12:49 GMT 2025","","test_dashboard","",""
